,产品标题,一级类目,二级类目,三级类目,三级分词,二级分词,二级品类结果
2049,【配可脱卸高仿毛领】棉衣2018新款女冬季迷彩大毛领棉服女加厚长款长过膝新款超长款f234,女装,外套,棉服,"{'v': ['配可', '脱卸', '领', '过膝', '超长'], 'a': ['高', '迷彩', '大', '长'], 'n': ['仿毛', '棉衣', '新款', '棉服', '长款', '新款'], 'm': ['2018', '款'], 'b': ['女', '女'], 't': ['冬季'], 'nr': ['毛领', '加厚'], 'eng': ['f234']}","['外套', '外套']",外套
2050,【配带项链】2019春新款条纹大码女装时尚套装洋气长袖上衣气质小脚裤胖MM宽松【DB】【DM】g276,女装,裤子,小脚裤,"{'n': ['配带', '项链', '新款', '条纹', '大码', '女装', '时尚', '套装', '洋气', '长袖', '上衣', '气质', '小脚裤', '胖'], 'm': ['2019'], 't': ['春'], 'eng': ['MM', 'g276'], 'a': ['宽松', 'DB'], 'ad': ['DM']}","['套装', '其它', '上衣', '裤子']",裤子
2051,【配带项链】2019春新款条纹大码女装时尚套装洋气长袖上衣气质小脚裤胖MM宽松【DB】【DM】h439,女装,裤子,小脚裤,"{'n': ['配带', '项链', '新款', '条纹', '大码', '女装', '时尚', '套装', '洋气', '长袖', '上衣', '气质', '小脚裤', '胖'], 'm': ['2019'], 't': ['春'], 'eng': ['MM', 'h439'], 'a': ['宽松', 'DB'], 'ad': ['DM']}","['套装', '其它', '上衣', '裤子']",裤子
2052,【配彩毛领】两面穿棉衣女中长款2018冬季韩版修身连帽大毛领加厚棉服,女装,外套,棉服,"{'a': ['配彩'], 'nr': ['毛领', '毛领', '加厚'], 'm': ['两面', '2018'], 'zg': ['穿'], 'n': ['棉衣', '中长款', '修身', '连帽', '大', '棉服'], 'b': ['女'], 't': ['冬季'], 'nt': ['韩版']}","['外套', '外套']",外套
2053,【配抹胸】衬衫2019春装新款秋季长袖中长款修身显瘦气质唯美纯色潮流【DM】,女装,上衣,衬衫,"{'v': ['配'], 'n': ['抹胸', '衬衫', '春装', '新款', '长袖', '修身', '气质', '纯色', '潮流'], 'm': ['2019'], 't': ['秋季'], 'j': ['中长款'], 'a': ['显瘦', '唯美'], 'ad': ['DM']}","['上衣', '其它']",其它
2054,【配眼镜盒】2019新款太阳镜女狐狸头时尚墨镜女瘦脸大框时尚百搭眼镜,女装,配饰,太阳镜,"{'v': ['配', '搭'], 'n': ['眼镜盒', '新款', '太阳镜', '狐狸', '头', '时尚', '墨镜', '脸', '框', '时尚', '眼镜'], 'm': ['2019', '百'], 'b': ['女', '女'], 'a': ['瘦', '大']}",['配饰'],配饰
2055,【配眼镜盒】2019新款时尚太阳镜女潮欧美气质复古太阳眼镜墨镜防晒出游必备女士眼镜YJ-4,女装,配饰,太阳镜,"{'v': ['配', '防晒', '必备'], 'n': ['眼镜盒', '新款', '时尚', '太阳镜', '女潮', '气质', '墨镜', '女士', '眼镜'], 'm': ['2019'], 'ns': ['欧美'], 'vn': ['复古', '出游'], 'nz': ['太阳眼镜'], 'eng': ['YJ4']}",['配饰'],配饰
2056,【配胸针/腰带】新款休闲时尚加厚金丝绒洋气时髦靴裤短裤套装女秋冬季两件【DB】h556,女装,裤子,短裤,"{'v': ['配', '休闲'], 'n': ['胸针', '腰带', '新款', '时尚', '洋气', '靴裤', '短裤', '套装'], 'nr': ['加厚', '金丝绒', '时髦'], 'b': ['女'], 't': ['秋冬季'], 'm': ['两件'], 'a': ['DB'], 'eng': ['h556']}","['日用', '裤子', '套装']",套装
2057,【配胸针】纯色个性中长款毛呢外套长袖2018年秋冬季时尚潮流舒适简约b148,女装,外套,外套,"{'v': ['配'], 'n': ['胸针', '纯色', '个性', '毛呢', '外套', '长袖', '时尚', '潮流'], 'j': ['中长款'], 'm': ['2018', '年'], 't': ['秋冬季'], 'a': ['舒适'], 'd': ['简约'], 'eng': ['b148']}","['外套', '其它']",其它
2058,【配胸针】纯色个性中长款毛呢外套长袖2018年秋冬季时尚潮流舒适简约h272,女装,外套,外套,"{'v': ['配'], 'n': ['胸针', '纯色', '个性', '毛呢', '外套', '长袖', '时尚', '潮流'], 'j': ['中长款'], 'm': ['2018', '年'], 't': ['秋冬季'], 'a': ['舒适'], 'd': ['简约'], 'eng': ['h272']}","['外套', '其它']",其它
2059,【配腰带】春季新款连衣裙女中长款修身阔太太过膝蕾丝打底裙金丝绒连衣裙,女装,连衣裙,连衣裙,"{'v': ['配', '过膝'], 'n': ['腰带', '新款', '连衣裙', '中长款', '修身', '太太', '蕾丝', '打底裙', '连衣裙'], 't': ['春季'], 'b': ['女'], 'a': ['阔'], 'nr': ['金丝绒']}","['日用', '连衣裙', '连衣裙', '连衣裙']",连衣裙
2060,【配腰带】显瘦v领长裙子2019新款长袖打底连衣裙女士春季气质-BMDF,女装,连衣裙,连衣裙,"{'v': ['配'], 'n': ['腰带', '领长', '裙子', '新款', '长袖', '打底', '连衣裙', '女士', '气质'], 'a': ['显瘦'], 'eng': ['v', 'BMDF'], 'm': ['2019'], 't': ['春季']}","['日用', '裙子', '其它', '其它', '连衣裙']",其它
2061,【配腰带】欧惑2019春装新款女装小香风裙子马甲背心雪纺碎花两件套连衣裙女【DB】f836,女装,连衣裙,连衣裙,"{'v': ['配'], 'n': ['腰带', '春装', '新款', '女装', '香风', '裙子', '马甲', '背心', '碎花', '两件套', '连衣裙'], 'nr': ['欧惑'], 'm': ['2019'], 'a': ['小', 'DB'], 'nz': ['雪纺'], 'b': ['女'], 'eng': ['f836']}","['日用', '裙子', '外套', '日用', '套装', '连衣裙']",日用
2062,【配腰带】温柔仙女长裙2019春装新款女装很仙的气质收腰显瘦亮片连衣裙大码【DB】【DM】,女装,连衣裙,连衣裙,"{'v': ['配', '收腰'], 'n': ['腰带', '仙女', '长裙', '春装', '新款', '女装', '气质', '亮片', '连衣裙', '大码'], 'a': ['温柔', '显瘦', 'DB'], 'm': ['2019'], 'd': ['很'], 'ng': ['仙'], 'uj': ['的'], 'ad': ['DM']}","['日用', '连衣裙']",连衣裙
2063,【配腰带】秋冬针织背带两件套2018新款打底长袖连衣裙女套装裙,女装,连衣裙,连衣裙,"{'v': ['配'], 'n': ['腰带', '针织', '背带', '两件套', '新款', '打底', '长袖', '连衣裙', '女套装', '裙'], 't': ['秋冬'], 'm': ['2018']}","['日用', '套装', '其它', '其它', '连衣裙', '裙子']",其它
2064,【配腰带挂件】加绒加厚pu皮裤女2018新款黑色高腰秋冬外穿打底裤亚光裤子,女装,裤子,打底裤,"{'v': ['配', '穿'], 'n': ['腰带', '挂件', '皮裤', '女', '新款', '黑色', '腰', '打底裤', '裤子'], 'nr': ['加绒', '加厚', '亚光'], 'eng': ['pu'], 'm': ['2018'], 'a': ['高'], 't': ['秋冬'], 'f': ['外']}","['日用', '裤子', '裤子']",裤子
2065,【配项链】2018秋新款六色连衣裙针织袖拼接毛呢显瘦打底裙,女装,连衣裙,连衣裙,"{'v': ['配', '拼接'], 'n': ['项链', '新款', '六色', '连衣裙', '针织', '袖', '毛呢', '打底裙'], 'm': ['2018'], 't': ['秋'], 'a': ['显瘦']}","['连衣裙', '连衣裙']",连衣裙
2066,【配项链】2018秋新款六色连衣裙针织袖拼接毛呢显瘦打底裙z212,女装,连衣裙,连衣裙,"{'v': ['配', '拼接'], 'n': ['项链', '新款', '六色', '连衣裙', '针织', '袖', '毛呢', '打底裙'], 'm': ['2018'], 't': ['秋'], 'a': ['显瘦'], 'eng': ['z212']}","['连衣裙', '连衣裙']",连衣裙
2067,【配领花】毛呢秋冬连衣裙2018新款长袖拼接打底a字中裙显瘦连衣裙女【DB】【DM】f368,女装,连衣裙,连衣裙,"{'v': ['配', '拼接'], 'n': ['领花', '毛呢', '连衣裙', '新款', '长袖', '打底', '字', '连衣裙'], 't': ['秋冬'], 'm': ['2018'], 'eng': ['a', 'f368'], 'f': ['中'], 'ng': ['裙'], 'a': ['显瘦', 'DB'], 'b': ['女'], 'ad': ['DM']}","['连衣裙', '其它', '其它', '裙子', '连衣裙']",其它
2068,【配高仿不可拆卸毛领】2018年冬季中长款棉衣/棉服连帽舒适保暖个性潮流【DB】,女装,外套,棉服,"{'v': ['配高', '可拆卸', '保暖'], 'd': ['仿不'], 'nr': ['毛领'], 'm': ['2018', '年'], 't': ['冬季'], 'j': ['中长款'], 'n': ['棉衣', '棉服', '连帽', '个性', '潮流'], 'a': ['舒适', 'DB']}","['外套', '外套']",外套
2069,【配高仿可拆卸毛领】2018冬季新款韩版迷彩棉服女中长款大码过膝加厚收腰棉衣大码外套,女装,外套,棉服,"{'v': ['配高', '可拆卸', '过膝', '收腰'], 'd': ['仿'], 'nr': ['毛领', '加厚'], 'm': ['2018'], 't': ['冬季'], 'n': ['新款', '棉服', '中长款', '大码', '棉衣', '大码', '外套'], 'nt': ['韩版'], 'a': ['迷彩'], 'b': ['女']}","['外套', '外套', '外套']",外套
2070,【配高仿可拆卸毛领】潮流简约修身显瘦百搭长袖中长款连帽棉衣棉服2018年冬季f708,女装,外套,棉服,"{'v': ['配高', '可拆卸', '搭'], 'd': ['仿', '简约'], 'nr': ['毛领'], 'n': ['潮流', '修身', '长袖', '帽', '棉衣', '棉服'], 'a': ['显瘦'], 'm': ['百', '2018', '年'], 'j': ['中长款'], 'u': ['连'], 't': ['冬季'], 'eng': ['f708']}","['其它', '日用', '外套', '外套']",外套
2071,【金丝绒】秋冬新款短款羽绒棉服外套马夹背心马甲潮g581,女装,外套,棉服,"{'nr': ['金丝绒'], 't': ['秋冬'], 'n': ['新款', '羽绒', '棉服', '外套', '马', '背心', '马甲', '潮'], 'b': ['短款'], 'v': ['夹'], 'eng': ['g581']}","['外套', '外套', '日用', '外套']",外套
2072,【金丝绒】秋冬新款短款羽绒棉服外套马夹背心马甲潮h424,女装,外套,棉服,"{'nr': ['金丝绒'], 't': ['秋冬'], 'n': ['新款', '羽绒', '棉服', '外套', '马', '背心', '马甲', '潮'], 'b': ['短款'], 'v': ['夹'], 'eng': ['h424']}","['外套', '外套', '日用', '外套']",外套
2073,【防蚊袜2双】夏季必备5D超薄薄荷防蚊袜盒装包芯丝连裤袜,女装,日用,连裤袜,"{'v': ['防', '必备', '防'], 'ng': ['蚊', '袜', '蚊', '袜'], 'm': ['2', '5'], 'n': ['双', '薄荷', '盒装', '连裤袜'], 't': ['夏季'], 'eng': ['D'], 'a': ['超薄'], 'nr': ['包芯丝']}",['日用'],日用
2074,【限时特价】2018年春季套装/套裙两件套纯色时尚气质优雅韩版修身显瘦拍【DB】,女装,套装,套装,"{'n': ['限时', '套装', '套裙', '两件套', '纯色', '时尚', '气质', '修身'], 'a': ['特价', '优雅', '显瘦', 'DB'], 'm': ['2018', '年'], 't': ['春季'], 'nt': ['韩版'], 'v': ['拍']}","['套装', '套装']",套装
2075,【限时特价】2018秋冬新款女装印花针织连衣裙中长款过膝打底毛衣裙子【DB】,女装,连衣裙,连衣裙,"{'n': ['限时', '新款', '女装', '印花', '针织', '连衣裙', '打底', '毛衣', '裙子'], 'a': ['特价', 'DB'], 'm': ['2018'], 't': ['秋冬'], 'j': ['中长款'], 'v': ['过膝']}","['连衣裙', '其它', '上衣', '裙子']",裙子
2076,【限时特价】ins棉服女短款2018冬装新款时尚面包服外套宽松显瘦小棉袄潮c211,女装,外套,棉服,"{'n': ['限时', '棉服', '冬装', '新款', '时尚', '面包', '外套', '棉袄', '潮'], 'a': ['特价', '宽松'], 'eng': ['ins', 'c211'], 'b': ['女', '短款'], 'm': ['2018'], 'v': ['服', '显'], 'z': ['瘦小']}","['外套', '外套', '外套']",外套
2077,【限时特价】[配可拆卸真狐狸毛领】羽绒服中长款2018新款冬季韩版加厚防寒保暖羽绒服,女装,外套,羽绒服,"{'n': ['限时', '狐狸', '羽绒服', '新款', '羽绒服'], 'a': ['特价'], 'v': ['配', '可拆卸'], 'd': ['真'], 'nr': ['毛领', '加厚'], 'j': ['中长款'], 'm': ['2018'], 't': ['冬季'], 'nt': ['韩版'], 'i': ['防寒保暖']}","['外套', '外套']",外套
2078,【限时特价】【可拆卸毛领】2018新款时尚修身大码长款系带彩色毛领连帽棉服外套女【DB】f117,女装,外套,棉服,"{'n': ['限时', '新款', '时尚', '修身', '码长', '系带', '彩色', '连帽', '棉服', '外套'], 'a': ['特价', '大', 'DB'], 'v': ['可拆卸'], 'nr': ['毛领', '毛领'], 'm': ['2018', '款'], 'b': ['女'], 'eng': ['f117']}","['外套', '外套']",外套
2079,【限时特价】中长款毛衣打底裙时尚冬季厚款毛衣半高领套头女装DM,女装,上衣,毛衣,"{'n': ['限时', '毛衣', '打底裙', '时尚', '厚款', '毛衣', '高领', '套头', '女装'], 'a': ['特价'], 'j': ['中长款'], 't': ['冬季'], 'm': ['半'], 'ad': ['DM']}","['上衣', '连衣裙', '上衣']",上衣
2080,【限时特价】中长款潮流休闲长袖时尚气质清纯甜美纯色棉衣/棉服2018年冬季红色c120,女装,外套,棉服,"{'n': ['限时', '潮流', '长袖', '时尚', '气质', '纯色', '棉衣', '棉服', '红色'], 'a': ['特价', '清纯', '甜美'], 'j': ['中长款'], 'v': ['休闲'], 'm': ['2018', '年'], 't': ['冬季'], 'eng': ['c120']}","['其它', '外套', '外套']",外套
2081,【限时特价】冬季连衣裙女加厚2018新款高贵气质宽松台湾装中长针织过膝打底裙f166【DM】,女装,连衣裙,连衣裙,"{'n': ['限时', '连衣裙', '新款', '气质', '装中长', '针织', '打底裙'], 'a': ['特价', '高贵', '宽松'], 't': ['冬季'], 'b': ['女'], 'nr': ['加厚'], 'm': ['2018'], 'ns': ['台湾'], 'v': ['过膝'], 'eng': ['f166'], 'ad': ['DM']}","['连衣裙', '连衣裙']",连衣裙
2082,【限时特价】刺绣花棉衣女中长款2018冬新款反季中年妈妈立领加厚羽绒棉袄外套【DM】,女装,外套,棉衣,"{'n': ['限时', '刺绣', '棉衣', '中长款', '新款', '季', '妈妈', '羽绒', '棉袄', '外套'], 'a': ['特价'], 'v': ['花', '反', '立领'], 'b': ['女'], 'm': ['2018'], 't': ['冬', '中年'], 'nr': ['加厚'], 'ad': ['DM']}","['外套', '外套', '外套']",外套
2083,【限时特价】时尚冬装轻薄羽绒棉衣女士短款2018新款棉服修身外套中年小棉袄f224,女装,外套,棉服,"{'n': ['限时', '时尚', '冬装', '羽绒', '棉衣', '女士', '新款', '棉服', '修身', '外套', '棉袄'], 'a': ['特价', '轻薄', '小'], 'b': ['短款'], 'm': ['2018'], 't': ['中年'], 'eng': ['f224']}","['外套', '外套', '外套', '外套']",外套
2084,【限时特价】时尚女鞋秋冬款新款2018潮百搭韩版短靴女靴加绒英伦风马丁靴f595,女装,鞋,短靴,"{'n': ['限时', '时尚', '女鞋', '新款', '潮', '版', '短靴', '加绒', '风', '马丁靴'], 'a': ['特价'], 't': ['秋冬'], 'm': ['款', '2018', '百'], 'v': ['搭'], 'j': ['韩'], 'nz': ['女靴'], 'ns': ['英伦'], 'eng': ['f595']}","['鞋', '鞋', '鞋', '鞋']",鞋
2085,【限时特价】时尚气质连帽百搭拉链门禁后背字母潮流2018年冬季棉衣,女装,外套,棉衣,"{'n': ['限时', '时尚', '气质', '拉链', '后背', '字母', '潮流', '棉衣'], 'a': ['特价'], 'l': ['连帽百搭'], 'v': ['门禁'], 'm': ['2018', '年'], 't': ['冬季']}",['外套'],外套
2086,【限时特价】时尚绣花短款针织衫半高领打底衫冬季女装加厚毛衣【DB】,女装,上衣,打底衫,"{'n': ['限时', '时尚', '绣花', '针织衫', '高领', '打底衫', '女装', '毛衣'], 'a': ['特价', 'DB'], 'b': ['短款'], 'm': ['半'], 't': ['冬季'], 'nr': ['加厚']}","['上衣', '上衣', '上衣']",上衣
2087,【限时特价】木耳边灯笼袖套头毛衣女秋冬2018新款上衣宽松打底针织衫女,女装,上衣,针织衫,"{'n': ['限时', '木', '灯笼', '袖', '套头毛衣', '新款', '上衣', '打底', '针织衫'], 'a': ['特价', '宽松'], 's': ['耳边'], 'b': ['女', '女'], 't': ['秋冬'], 'm': ['2018']}","['上衣', '上衣', '其它', '上衣']",上衣
2088,【限时特价】蕾丝裙子女2018秋冬新款小香风中长款名媛气质加绒长袖打底连衣裙f223,女装,连衣裙,连衣裙,"{'n': ['限时', '蕾丝', '裙子', '女', '新款', '香风', '气质', '长袖', '打底', '连衣裙'], 'a': ['特价', '小'], 'm': ['2018'], 't': ['秋冬'], 'j': ['中长款'], 'nr': ['名媛', '加绒'], 'eng': ['f223']}","['裙子', '其它', '其它', '连衣裙']",其它
2089,【限时特价】金丝绒运动套装女时尚2018新款春秋韩版宽松连帽卫衣两件套,女装,套装,套装,"{'n': ['限时', '运动套装', '时尚', '新款', '连帽', '卫衣', '两件套'], 'a': ['特价', '宽松'], 'nr': ['金丝绒'], 'b': ['女'], 'm': ['2018'], 't': ['春秋'], 'nt': ['韩版']}","['套装', '上衣', '套装']",套装
2090,【限时特惠】LHQ2018新款夏装仿真丝t恤衬衫上衣+裤子套装,女装,上衣,衬衫,"{'n': ['限时', '新款', '夏装', '丝', '恤', '衬衫', '上衣', '裤子', '套装'], 'nr': ['特惠'], 'eng': ['LHQ2018', 't'], 'd': ['仿真']}","['上衣', '上衣', '裤子', '套装']",上衣
2091,【雪纺套装】春装女新款韩版时尚早春雪纺初秋阔腿裤套装女装两件套潮BMDF-4,女装,裤子,阔腿裤,"{'nz': ['雪纺', '雪纺'], 'n': ['套装', '春装', '新款', '时尚', '阔腿裤', '套装', '女装', '两件套', '潮'], 'b': ['女'], 'nt': ['韩版'], 't': ['早春', '初秋'], 'eng': ['BMDF4']}","['套装', '裤子', '套装', '套装']",套装
2092,【预售年后发货】羊胎绒保暖打底衫2018秋冬新款韩版大码荷叶领蕾丝衫z320,女装,上衣,打底衫,"{'vn': ['预售'], 'm': ['年', '2018'], 'f': ['后'], 'n': ['发货', '羊胎', '绒', '打底衫', '新款', '版', '大码', '荷叶', '蕾丝衫'], 'v': ['保暖', '领'], 't': ['秋冬'], 'j': ['韩'], 'eng': ['z320']}","['上衣', '上衣']",上衣
2093,【预售需年后发货】 丝绒打底衫女蓝色大码长袖短款上衣半高领修身百搭2018新款秋T恤h163,女装,上衣,打底衫,"{'vn': ['预售'], 'n': ['需年', '发货', '丝绒', '打底衫', '蓝色', '大码', '长袖', '上衣', '高领', '修身', '新款', 'T恤'], 'f': ['后'], 'b': ['女', '短款'], 'm': ['半', '百', '2018'], 'v': ['搭'], 't': ['秋'], 'eng': ['h163']}","['上衣', '其它', '上衣', '上衣']",上衣
2094,【预售需年后发货】 新款秋冬女短靴马丁靴女欧美时尚加绒内里粗高跟擦色中筒靴f575,女装,鞋,中筒靴,"{'vn': ['预售'], 'n': ['需年', '发货', '新款', '短靴', '马丁靴', '时尚', '擦色', '中筒靴'], 'f': ['后'], 't': ['秋冬'], 'b': ['女', '女'], 'ns': ['欧美'], 'nr': ['加绒'], 'p': ['内里', '跟'], 'a': ['粗高'], 'eng': ['f575']}","['鞋', '鞋', '鞋']",鞋
2095,【预售需年后发货】(3双装)加厚麻将赢字袜扑克图案豹子袜子新年本命年红色袜子LYMMWY-3,女装,日用,袜子,"{'vn': ['预售'], 'n': ['需年', '发货', '双装', '麻将', '字', '扑克', '图案', '豹子', '袜子', '本命年', '红色', '袜子'], 'f': ['后'], 'm': ['3'], 'nr': ['加厚'], 'v': ['赢'], 'ng': ['袜'], 't': ['新年'], 'eng': ['LYMMWY3']}","['日用', '日用']",日用
2096,【预售需年后发货】(中袖/长袖)包臀连衣裙秋季2018新款修身显瘦气质中长款打底裙,女装,连衣裙,连衣裙,"{'vn': ['预售'], 'n': ['需年', '发货', '中袖', '长袖', '连衣裙', '新款', '修身', '气质', '打底裙'], 'f': ['后'], 'v': ['包'], 'ng': ['臀'], 't': ['秋季'], 'm': ['2018'], 'a': ['显瘦'], 'j': ['中长款']}","['其它', '连衣裙', '连衣裙']",连衣裙
2097,【预售需年后发货】(加绒）2018冬季新款靴子女鞋人造短毛绒圆头后系带橡胶长靴低跟PU d598,女装,鞋,长靴,"{'vn': ['预售'], 'n': ['需年', '发货', '新款', '靴子', '女鞋', '人造', '短毛绒', '圆头', '系带', '橡胶', '长靴'], 'f': ['后', '后'], 'nr': ['加绒'], 'm': ['2018'], 't': ['冬季'], 'a': ['低'], 'p': ['跟'], 'eng': ['PUd598']}","['鞋', '鞋', '鞋']",鞋
