,产品标题,一级类目,二级类目,三级类目,三级分词,二级分词,二级品类结果,特征
3150,加绒卫衣2018秋冬新款时尚韩版大码拉链开衫连帽百搭中长款宽松加厚外套,女装,上衣,开衫,"{'nr': ['加绒卫', '加厚'], 'n': ['衣', '新款', '时尚', '版', '大码', '拉链', '开衫', '长款', '外套'], 'm': ['2018'], 't': ['秋冬'], 'j': ['韩'], 'l': ['连帽百搭中'], 'a': ['宽松']}",[],,开衫加绒卫衣韩版大码
3151,加绒卫衣女连帽2018秋冬季新款女士带绒冬天外套加厚短款套头上衣,女装,外套,外套,"{'nr': ['加绒卫', '加厚'], 'n': ['衣女', '帽', '新款', '女士', '绒', '外套', '套头', '上衣'], 'u': ['连'], 'm': ['2018'], 't': ['秋冬季', '冬天'], 'v': ['带'], 'b': ['短款']}",[],,短款加绒卫衣女连帽
3152,加绒卫衣连衣裙2018新款女秋韩版长款宽松中长款过膝加厚秋冬裙子,女装,连衣裙,连衣裙,"{'nr': ['加绒卫', '连衣裙', '加厚'], 'n': ['衣', '新款', '女秋', '版', '长款', '裙子'], 'm': ['2018'], 'j': ['韩', '中长款'], 'a': ['宽松'], 'v': ['过膝'], 't': ['秋冬']}",[],,加绒卫衣女秋韩版
3153,加绒哈伦裤女秋季加绒薄款2018新款宽松显瘦高腰小脚萝卜裤大码休闲裤,女装,裤子,哈伦裤,"{'nr': ['加绒', '加绒'], 'nrt': ['哈伦'], 'n': ['裤女', '薄款', '新款', '腰', '小脚', '萝卜', '裤大码', '休闲裤'], 't': ['秋季'], 'm': ['2018'], 'a': ['宽松', '瘦高'], 'v': ['显']}",[],,加绒裤女薄款
3154,加绒大码女装2018秋装新款胖MMA字拼接宽松显瘦中长打底衫t恤刺绣,女装,上衣,打底衫,"{'nr': ['加绒'], 'n': ['大码', '女装', '秋装', '新款', '胖', '字', '中长', '恤', '刺绣'], 'm': ['2018'], 'eng': ['MMA', 't'], 'v': ['拼接', '打底'], 'a': ['宽松', '显瘦'], 'ng': ['衫']}",[],,秋装加绒大码
3155,加绒打底衫2018新款金丝绒修身立领上衣百搭女t恤a124,女装,上衣,打底衫,"{'nr': ['加绒', '金丝绒'], 'v': ['打底', '修身', '立领', '搭'], 'ng': ['衫'], 'm': ['2018', '百'], 'n': ['新款', '上衣', '女', '恤'], 'eng': ['t', 'a124']}",[],,金丝绒立领加绒
3156,加绒打底衫2018秋冬新款印花网纱烫钻加绒打底衫长袖女,女装,上衣,打底衫,"{'nr': ['加绒'], 'v': ['打底', '烫', '钻加', '打底'], 'ng': ['衫', '衫'], 'm': ['2018'], 't': ['秋冬'], 'n': ['新款', '印花', '网纱', '绒', '长袖'], 'b': ['女']}",[],,加绒打底网纱
3157,加绒打底衫2018秋冬装新款蕾丝衫长袖保暖上衣女小衫,女装,上衣,打底衫,"{'nr': ['加绒', '秋冬装'], 'v': ['打底', '保暖'], 'ng': ['衫', '衫'], 'm': ['2018'], 'n': ['新款', '蕾丝', '长袖', '上衣', '小衫'], 'b': ['女']}",[],,秋冬装加绒蕾丝
3158,加绒打底衫中年女秋冬新款打底裙妈妈装加厚旗袍连衣裙【DM】,女装,连衣裙,连衣裙,"{'nr': ['加绒', '加厚', '连衣裙'], 'v': ['打底', '打底', '装'], 'ng': ['衫'], 't': ['中年', '秋冬'], 'b': ['女'], 'n': ['新款', '裙', '妈妈', '旗袍'], 'eng': ['DM']}",[],,打底加绒DM
3159,加绒打底衫中老年女装宽松大码冬长袖t恤上衣【DB】,女装,上衣,打底衫,"{'nr': ['加绒'], 'v': ['打底'], 'ng': ['衫'], 'j': ['中老年'], 'n': ['女装', '大码', '长袖', '恤', '上衣'], 'a': ['宽松'], 't': ['冬'], 'eng': ['t', 'DB']}",[],,加绒大码DB
3160,加绒打底衫女秋冬2018新款潮半高领内搭长袖女加厚保暖中长款衣服,女装,上衣,打底衫,"{'nr': ['加绒', '加厚'], 'v': ['打底', '搭', '保暖'], 'ng': ['衫'], 'n': ['女', '新款', '高领', '长袖', '衣服'], 't': ['秋冬'], 'm': ['2018'], 'ns': ['潮半'], 'f': ['内'], 'b': ['女'], 'j': ['中长款']}",[],,加绒潮半中长款
3161,加绒打底衫女秋季2018新款秋冬女装修身小衫蕾丝长袖冬季针织上衣,女装,上衣,打底衫,"{'nr': ['加绒', '小衫'], 'v': ['打底', '修身'], 'ng': ['衫'], 'n': ['女', '新款', '女装', '蕾丝', '长袖', '针织', '上衣'], 't': ['秋季', '秋冬', '冬季'], 'm': ['2018']}",[],,加绒小衫蕾丝
3162,加绒打底衫女长袖2018新款半高领秋冬上衣冬季加厚保暖针织衫T恤b147,女装,上衣,打底衫,"{'nr': ['加绒', '加厚'], 'v': ['打底', '保暖'], 'ng': ['衫'], 'n': ['女', '长袖', '新款', '高领', '上衣', '针织衫', 'T恤'], 'm': ['2018', '半'], 't': ['秋冬', '冬季'], 'eng': ['b147']}",[],,加绒针织衫T恤
3163,加绒打底衫女长袖秋冬2018新款修身金丝绒加厚保暖高领上衣内搭潮【DB】a136,女装,上衣,打底衫,"{'nr': ['加绒', '金丝绒', '加厚'], 'v': ['打底', '修身', '保暖', '搭'], 'ng': ['衫'], 'n': ['女', '长袖', '新款', '高领', '上衣', '潮'], 't': ['秋冬'], 'm': ['2018'], 'f': ['内'], 'eng': ['DBa136']}",[],,金丝绒加绒搭潮
3164,加绒打底裤加厚外穿女裤铅笔裤大码胖mm小脚裤长裤高腰弹力妈妈裤,女装,裤子,小脚裤,"{'nr': ['加绒', '加厚'], 'v': ['打', '穿'], 'n': ['底裤', '女裤', '铅笔', '裤大码', '胖', '小脚', '裤', '长裤', '腰', '弹力', '妈妈', '裤'], 'f': ['外'], 'eng': ['mm'], 'a': ['高']}",[],,外穿加绒裤大码
3165,加绒打底裤女冬季外穿2018新款加厚保暖高腰小脚铅笔裤棉裤女,女装,裤子,铅笔裤,"{'nr': ['加绒', '加厚'], 'v': ['打', '穿', '保暖'], 'n': ['底裤', '新款', '腰', '小脚', '铅笔', '裤', '棉裤'], 'b': ['女', '女'], 't': ['冬季'], 'f': ['外'], 'm': ['2018'], 'a': ['高']}",[],,外穿加绒高腰
3166,加绒打底裤女外穿加厚大码裤子女新款铅笔长裤紧身【DB】,女装,裤子,打底裤,"{'nr': ['加绒', '加厚'], 'v': ['打', '穿', '紧身'], 'n': ['底裤', '大码', '裤子', '新款', '铅笔', '长裤'], 'b': ['女', '女'], 'f': ['外'], 'eng': ['DB']}",[],,加绒女外大码
3167,加绒打底裤女外穿加厚大码裤子女新款铅笔长裤紧身【DB】h758,女装,裤子,打底裤,"{'nr': ['加绒', '加厚'], 'v': ['打', '穿', '紧身'], 'n': ['底裤', '大码', '裤子', '新款', '铅笔', '长裤'], 'b': ['女', '女'], 'f': ['外'], 'eng': ['DBh758']}",[],,加绒女外大码
3168,加绒格子衬衫女加绒2018秋装新款中长款休闲加厚保暖衬衣宽松大码上衣,女装,上衣,衬衫,"{'nr': ['加绒', '加厚'], 'n': ['格子', '衬衫', '女加绒', '秋装', '新款', '衬衣', '大码', '上衣'], 'm': ['2018'], 'j': ['中长款'], 'v': ['休闲', '保暖'], 'a': ['宽松']}",[],,秋装加绒女加绒
3169,加绒毛呢裤女秋冬2018新款宽松哈伦裤松紧腰休闲裤加厚运动裤长裤,女装,裤子,哈伦裤,"{'v': ['加'], 'n': ['绒毛', '裤女', '新款', '裤', '腰', '休闲裤', '运动裤', '长裤'], 'y': ['呢'], 't': ['秋冬'], 'm': ['2018'], 'a': ['宽松', '松紧'], 'nrt': ['哈伦'], 'nr': ['加厚']}",[],,运动裤裤女休闲裤
3170,加绒气质长袖裙子2018新款秋装女装加绒蕾丝连衣裙,女装,连衣裙,连衣裙,"{'nr': ['加绒', '加绒', '连衣裙'], 'n': ['气质', '长袖', '裙子', '新款', '秋装', '女装', '蕾丝'], 'm': ['2018']}",[],,加绒秋装蕾丝
3171,加绒牛仔裤2018冬季新款修身显瘦弹力牛仔铅笔裤,女装,裤子,铅笔裤,"{'nr': ['加绒', '牛仔'], 'n': ['牛仔裤', '新款', '弹力', '铅笔', '裤'], 'm': ['2018'], 't': ['冬季'], 'v': ['修身'], 'a': ['显瘦']}",[],,加绒显瘦牛仔
3172,加绒牛仔裤女2018新款韩版显瘦高腰冬季加厚保暖小脚裤,女装,裤子,小脚裤,"{'nr': ['加绒', '加厚'], 'n': ['牛仔裤', '女', '新款', '版', '腰', '小脚', '裤'], 'm': ['2018'], 'j': ['韩'], 'v': ['显', '保暖'], 'a': ['瘦高'], 't': ['冬季']}",[],,加绒韩版显瘦高
3173,加绒牛仔裤女加厚秋冬季2018新款高腰九分裤韩版显瘦小脚长裤c165,女装,裤子,牛仔裤,"{'nr': ['加绒', '加厚'], 'n': ['牛仔裤', '新款', '腰', '版', '脚', '长裤'], 'b': ['女'], 't': ['秋冬季'], 'm': ['2018', '九分'], 'a': ['高'], 'ng': ['裤'], 'j': ['韩'], 'v': ['显'], 'z': ['瘦小'], 'eng': ['c165']}",[],,加绒高腰韩版显
3174,加绒牛仔裤女加厚高腰保暖学生弹力显瘦九分小脚裤长裤,女装,裤子,小脚裤,"{'nr': ['加绒', '加厚'], 'n': ['牛仔裤', '腰', '学生', '弹力', '小脚', '裤', '长裤'], 'b': ['女'], 'a': ['高', '显瘦'], 'v': ['保暖'], 'm': ['九分']}",[],,加绒高腰显瘦
3175,加绒牛仔裤女韩版显瘦宽松网红款萝卜裤,女装,裤子,牛仔裤,"{'nr': ['加绒'], 'n': ['牛仔裤', '版', '网红款', '萝卜', '裤'], 'b': ['女'], 'j': ['韩'], 'a': ['显瘦', '宽松']}",[],,加绒韩版显网红款
3176,加绒皮裤女2018新款高腰哈伦裤秋冬加厚PU皮显瘦小脚皮裤【DB】c130,女装,裤子,哈伦裤,"{'nr': ['加绒', '加厚', '皮显'], 'n': ['皮裤', '女', '新款', '腰', '裤', '脚皮', '裤'], 'm': ['2018'], 'a': ['高'], 'nrt': ['哈伦'], 't': ['秋冬'], 'eng': ['PU', 'DBc130'], 'z': ['瘦小']}",[],,加绒皮裤女高腰
3177,加绒皮裤女2018新款高腰秋冬亚光外穿小脚黑色踩脚PU皮打底裤,女装,裤子,打底裤,"{'nr': ['加绒'], 'n': ['皮裤', '女', '新款', '腰', '亚光', '小脚', '黑色', '脚', '皮', '底裤'], 'm': ['2018'], 'a': ['高'], 't': ['秋冬'], 'f': ['外'], 'v': ['穿', '踩', '打'], 'eng': ['PU']}",[],,加绒皮裤女高腰
3178,加绒皮裤女外穿2018新款pu皮哈伦裤加厚韩版修身显瘦休闲小脚长裤z227,女装,裤子,哈伦裤,"{'nr': ['加绒皮', '加厚'], 'n': ['裤女', '新款', '皮', '裤', '小脚', '长裤'], 'f': ['外'], 'v': ['穿', '修身', '休闲'], 'm': ['2018'], 'eng': ['pu', 'z227'], 'nrt': ['哈伦'], 'nt': ['韩版'], 'a': ['显瘦']}",[],,加绒皮裤女外
3179,加绒皮裤女小脚长裤2018秋薄款高腰修身显瘦大码外穿打底裤,女装,裤子,打底裤,"{'nr': ['加绒'], 'n': ['皮裤', '女', '小脚', '长裤', '款', '腰', '大码', '底裤'], 'm': ['2018'], 'tg': ['秋'], 'a': ['薄', '高', '显瘦'], 'v': ['修身', '穿', '打'], 'f': ['外']}",[],,加绒皮裤女秋薄款
3180,加绒短靴女2018秋季新品粗跟马丁靴高跟靴,女装,鞋,短靴,"{'nr': ['加绒', '马丁'], 'n': ['短靴', '女', '新品', '靴'], 'm': ['2018'], 't': ['秋季'], 'a': ['粗', '高'], 'p': ['跟', '跟'], 'ng': ['靴']}",[],,加绒短靴新品
3181,加绒秋冬亚光磨砂黑色涂层皮裤弹力外穿打底裤小脚裤,女装,裤子,小脚裤,"{'nr': ['加绒', '亚光'], 't': ['秋冬'], 'n': ['磨砂', '黑色', '涂层', '皮裤', '弹力', '底裤', '小脚', '裤'], 'f': ['外'], 'v': ['穿', '打']}",[],,磨砂外穿加绒
3182,加绒秋冬打底裤外穿女韩版小脚中腰铅笔长裤紧身女裤子A112,女装,裤子,打底裤,"{'nr': ['加绒'], 't': ['秋冬'], 'v': ['打', '穿', '紧身'], 'n': ['底裤', '版', '小脚', '腰', '铅笔', '长裤', '裤子'], 'f': ['外', '中'], 'b': ['女', '女'], 'j': ['韩'], 'eng': ['A112']}",[],,外穿加绒韩版
3183,加绒秋冬新款时尚网纱拼接蕾丝衫长袖高领烫钻打底衫T恤女潮【DB】e176,女装,上衣,打底衫,"{'nr': ['加绒', '时尚网'], 't': ['秋冬'], 'n': ['新款', '蕾丝', '长袖', '高领', 'T恤', '女潮'], 'zg': ['纱'], 'v': ['拼接', '烫', '钻', '打底'], 'ng': ['衫', '衫'], 'eng': ['DBe176']}",[],,加绒时尚网蕾丝
3184,加绒秋冬针织阔腿裤女高腰直筒裤韩版宽松运动裤休闲裤女-BMDF,女装,裤子,阔腿裤,"{'nr': ['加绒'], 't': ['秋冬'], 'n': ['针织', '阔腿', '裤女', '腰', '筒裤', '运动裤', '休闲裤', '女'], 'a': ['高', '宽松'], 'd': ['直'], 'nt': ['韩版'], 'eng': ['BMDF']}",[],,筒裤运动裤加绒
3185,加绒粗跟短靴女靴秋冬季高跟鞋马丁靴女英伦风系带韩版中跟踝靴子女士,女装,鞋,高跟鞋,"{'nr': ['加绒', '马丁'], 'a': ['粗'], 'p': ['跟', '跟'], 'n': ['短靴', '女靴', '高跟鞋', '靴女', '风', '系带', '版', '踝', '靴子', '女士'], 't': ['秋冬季'], 'ns': ['英伦'], 'j': ['韩'], 'f': ['中']}",[],,加绒女靴靴女
3186,加绒粗跟短靴女靴秋冬季高跟鞋马丁靴女英伦风系带韩版中跟踝靴子女士z220,女装,鞋,高跟鞋,"{'nr': ['加绒', '马丁'], 'a': ['粗'], 'p': ['跟', '跟'], 'n': ['短靴', '女靴', '高跟鞋', '靴女', '风', '系带', '版', '踝', '靴子', '女士'], 't': ['秋冬季'], 'ns': ['英伦'], 'j': ['韩'], 'f': ['中'], 'eng': ['z220']}",[],,加绒女靴靴女
3187,加绒纯色外穿打底棉裤女裤秋冬高腰大码超厚保暖棉裤【DM】【DB】,女装,裤子,女裤,"{'nr': ['加绒'], 'n': ['纯色', '棉裤', '女裤', '腰', '棉裤'], 'f': ['外'], 'v': ['穿', '打底', '保暖'], 't': ['秋冬'], 'a': ['高', '超厚'], 'd': ['大码'], 'eng': ['DMDB']}",[],,棉裤外穿加绒
3188,加绒蕾丝上衣女秋冬新款胖mm大码女装内搭保暖蕾丝打底衫女冬加厚【DM】,女装,上衣,打底衫,"{'nr': ['加绒', '加厚'], 'n': ['蕾丝', '上衣', '新款', '胖', '大码', '女装', '蕾丝', '冬'], 'b': ['女', '女'], 't': ['秋冬'], 'eng': ['mm', 'DM'], 'f': ['内'], 'v': ['搭', '保暖', '打底'], 'ng': ['衫']}",[],,蕾丝加绒mm
3189,加绒蕾丝打底衫女2019新款内搭t恤长袖保暖上衣外穿加厚小衫【DB】g199,女装,上衣,打底衫,"{'nr': ['加绒', '加厚', '小衫'], 'n': ['蕾丝', '女', '新款', '恤', '长袖', '上衣'], 'v': ['打底', '搭', '保暖', '穿'], 'ng': ['衫'], 'm': ['2019'], 'f': ['内', '外'], 'eng': ['t', 'DBg199']}",[],,外穿加绒蕾丝
3190,加绒蕾丝打底衫女装长袖2018冬季新款欧货修身上衣服时尚加厚小衫,女装,上衣,打底衫,"{'nr': ['加绒', '加厚', '小衫'], 'n': ['蕾丝', '女装', '长袖', '新款', '欧货', '衣服', '时尚'], 'v': ['打底', '修'], 'ng': ['衫'], 'm': ['2018'], 't': ['冬季'], 's': ['身上']}",[],,加绒蕾丝欧货修
3191,加绒蕾丝打底衫女长袖2018秋冬新款女装V领加厚碎花小衫保暖上衣,女装,上衣,打底衫,"{'nr': ['加绒', '加厚', '小衫'], 'n': ['蕾丝', '女', '长袖', '新款', '女装', '领', '碎花', '上衣'], 'v': ['打底', '保暖'], 'ng': ['衫'], 'm': ['2018'], 't': ['秋冬'], 'eng': ['V']}",[],,加绒蕾丝小衫
3192,加绒运动鞋2018新款内增高休闲鞋女学生厚底松糕休闲鞋冬季韩版百搭潮棉鞋女鞋子靴子,女装,鞋,休闲鞋,"{'nr': ['加绒'], 'n': ['运动鞋', '新款', '内', '学生', '厚底', '版', '潮', '棉鞋', '鞋子', '靴子'], 'm': ['2018', '百'], 'v': ['增高', '搭'], 'i': ['休闲鞋', '休闲鞋'], 'b': ['女', '女'], 'a': ['松糕'], 't': ['冬季'], 'j': ['韩']}",[],,休闲鞋加绒厚底
3193,加绒连帽卫衣女冬装开衫中长款2018新款韩版秋冬宽松上衣大码外套f651,女装,上衣,开衫,"{'nr': ['加绒'], 'u': ['连'], 'n': ['帽卫衣', '女', '冬装', '开衫', '新款', '上衣', '大码', '外套'], 'j': ['中长款'], 'm': ['2018'], 'nt': ['韩版'], 't': ['秋冬'], 'a': ['宽松'], 'eng': ['f651']}",[],,开衫加绒帽卫衣
3194,加绒针织衫2018秋冬新款韩版宽松百搭纯色打底衫潮【DB】d136,女装,上衣,打底衫,"{'nr': ['加绒'], 'n': ['针织衫', '新款', '纯色', '潮'], 'm': ['2018', '百'], 't': ['秋冬'], 'nt': ['韩版'], 'a': ['宽松'], 'v': ['搭', '打底'], 'ng': ['衫'], 'eng': ['DBd136']}",[],,加绒针织衫韩版
3195,加绒靴子女2018新款秋冬季英伦风方头短靴粗跟韩版时尚百搭,女装,鞋,短靴,"{'nr': ['加绒'], 'n': ['靴子', '女', '新款', '风', '方头', '短靴', '时尚'], 'm': ['2018', '百'], 't': ['秋冬季'], 'ns': ['英伦'], 'a': ['粗'], 'p': ['跟'], 'nt': ['韩版'], 'v': ['搭']}",[],,加绒韩版百搭
3196,加绒马丁靴女粗跟短筒新款百搭时尚小短靴女靴子潮,女装,鞋,短靴,"{'nr': ['加绒', '马丁'], 'n': ['靴女', '新款', '时尚', '短靴', '靴子', '潮'], 'a': ['粗', '小'], 'p': ['跟'], 'b': ['短筒', '女'], 'm': ['百'], 'v': ['搭']}",[],,加绒靴女短筒
3197,加绒驼毛棉裤女士秋冬季高腰保暖厚直筒裤花色长裤妈妈冬内穿绒裤,女装,裤子,长裤,"{'nr': ['加绒'], 'n': ['驼毛', '棉裤', '女士', '腰', '筒裤', '花色', '长裤', '妈妈', '绒裤'], 't': ['秋冬季', '冬内'], 'a': ['高', '厚'], 'v': ['保暖', '穿'], 'd': ['直']}",[],,筒裤驼毛绒裤
3198,加绒高腰亚光磨砂皮裤女2018新款加绒高腰秋冬外穿韩版显瘦紧身加长打底裤b108,女装,裤子,打底裤,"{'nr': ['加绒', '加绒'], 'a': ['高', '高', '显瘦'], 'n': ['腰', '光', '磨砂', '皮裤', '女', '新款', '腰', '版', '底裤'], 'j': ['亚', '韩'], 'm': ['2018'], 't': ['秋冬'], 'f': ['外'], 'v': ['穿', '紧身', '加长', '打'], 'eng': ['b108']}",[],,加绒磨砂外穿
3199,加绒高腰打底裤女外穿弹力加大码小脚裤长裤铅笔裤【DM】,女装,裤子,小脚裤,"{'nr': ['加绒'], 'a': ['高'], 'n': ['腰', '底裤', '弹力', '码', '小脚', '裤', '长裤', '铅笔', '裤'], 'v': ['打', '穿', '加大'], 'b': ['女'], 'f': ['外'], 'eng': ['DM']}",[],,加绒女外DM
3200,加绒高腰阔腿牛仔裤宽松春秋新款韩版学生BF风直筒加绒显瘦裤子,女装,裤子,牛仔裤,"{'nr': ['加绒'], 'a': ['高', '阔', '宽松', '显瘦'], 'n': ['腰', '腿', '牛仔裤', '新款', '学生', '风直筒', '加绒', '裤子'], 't': ['春秋'], 'nt': ['韩版'], 'eng': ['BF']}",[],,加绒腰阔韩版
3201,加绒黑色打底裤2018新款高腰铅笔裤紧身显瘦长裤,女装,裤子,铅笔裤,"{'nr': ['加绒'], 'n': ['黑色', '底裤', '新款', '腰', '铅笔', '裤', '长裤'], 'v': ['打', '紧身'], 'm': ['2018'], 'a': ['高', '显瘦']}",[],,加绒高腰显瘦
3202,加肥加大外穿九分打底裤女套一体裤春秋冬加大码裤皮显瘦铅笔裤,女装,裤子,铅笔裤,"{'ns': ['加肥'], 'v': ['加大', '穿', '打', '加大', '码'], 'f': ['外'], 'm': ['九分'], 'n': ['底裤', '女套', '一体', '裤', '裤皮', '铅笔', '裤'], 't': ['春秋', '冬'], 'a': ['显瘦']}",[],,外穿加肥女套
3203,加肥加大码女胖妹妹2018新款中长款格子衬衫上衣【DB】【DM】,女装,上衣,衬衫,"{'ns': ['加肥'], 'v': ['加大'], 'n': ['码女', '胖', '妹妹', '新款', '格子', '衬衫', '上衣'], 'm': ['2018'], 'j': ['中长款'], 'eng': ['DBDM']}",[],,加肥码女中长款
3204,加肥加大码女装秋装毛衣胖妹妹加绒衬衫针织衫冬装胖mm打底连衣裙-BMDF【DM】,女装,连衣裙,连衣裙,"{'ns': ['加肥'], 'v': ['加大', '打底'], 'n': ['码', '女装', '秋装', '毛衣', '妹妹', '衬衫', '针织衫', '冬装', '胖'], 'a': ['胖'], 'nr': ['加绒', '连衣裙'], 'eng': ['mm', 'BMDFDM']}",[],,秋装加肥加绒
3205,加肥加大码睡衣女冬春秋季胖mm200斤仿真丝绸睡衣长袖套装家居服,女装,日用,睡衣,"{'ns': ['加肥'], 'v': ['加大'], 'n': ['码', '睡衣', '胖', '丝绸', '睡衣', '长袖', '套装'], 'b': ['女'], 't': ['冬春', '秋季'], 'eng': ['mm200'], 'm': ['斤'], 'd': ['仿真'], 'nr': ['家居服']}",[],,睡衣加肥mm
3206,加肥加大码胖女人春装2019新款200斤胖妹妹收腰显瘦连衣裙【DM】,女装,连衣裙,连衣裙,"{'ns': ['加肥'], 'v': ['加大', '收腰'], 'n': ['码', '胖女人', '春装', '新款', '胖', '妹妹'], 'm': ['2019', '200'], 'q': ['斤'], 'a': ['显瘦'], 'nr': ['连衣裙'], 'eng': ['DM']}",[],,春装加肥收腰
3207,加肥加大码黑色棉服男士宽松加绒厚款潮胖保暖外套【男装DM】,女装,外套,棉服,"{'ns': ['加肥'], 'v': ['加大', '保暖'], 'n': ['码', '黑色', '棉服', '男士', '款潮', '胖', '外套', '男装'], 'a': ['宽松'], 'nr': ['加绒厚'], 'eng': ['DM']}",[],,棉服加肥加绒厚款
3208,加肥大码哑光皮裤修身女式打底裤高腰弹力收腹加绒外穿长裤,女装,裤子,打底裤,"{'v': ['加', '修身', '打', '穿'], 'a': ['肥大', '高'], 'n': ['码哑光', '皮裤', '女式', '底裤', '腰', '弹力', '收腹', '长裤'], 'nr': ['加绒'], 'f': ['外']}",[],,码哑光皮裤高腰
3209,加黄金绒加厚秋冬运动裤女金丝绒韩版宽松卫裤子小脚休闲哈伦裤,女装,裤子,哈伦裤,"{'v': ['加', '休闲'], 'n': ['黄金', '绒', '运动裤', '卫', '裤子', '小脚', '裤'], 'nr': ['加厚', '金丝绒'], 't': ['秋冬'], 'b': ['女'], 'nt': ['韩版'], 'a': ['宽松'], 'nrt': ['哈伦']}",[],,运动裤金丝绒韩版
3210,包包女2018新款女包 撞色潮流手提包女士单肩斜挎中国风箱包,女装,包包,手提包,"{'v': ['包包', '撞色', '斜', '挎', '包'], 'n': ['女', '新款', '女包', '潮流', '手提包', '女士', '单肩', '风箱'], 'm': ['2018'], 'ns': ['中国']}",[],,单肩包撞色包包
